17.990000,4.500000,50.540000
17.810000,0.000000,50.510000
18.030000,0.000000,50.510000
17.980000,1.500000,50.580000
17.850000,0.000000,50.650000
18.210000,7.500000,50.700000
18.230000,0.000000,50.750000
18.240000,10.000000,50.800000
18.230000,0.000000,50.850000
18.220000,0.500000,50.930000
18.180000,0.000000,50.980000
18.170000,0.000000,51.010000
18.170000,11.500000,50.980000
18.170000,7.000000,50.960000
18.200000,9.500000,50.990000
18.210000,0.500000,51.060000
18.220000,6.500000,51.120000
18.240000,0.500000,51.170000
18.230000,1.000000,51.220000
18.170000,9.500000,51.210000
18.120000,0.000000,51.160000
18.180000,0.000000,51.220000
18.220000,1.500000,51.300000
18.220000,5.000000,51.380000
18.240000,0.000000,51.450000
18.270000,1.000000,51.520000
18.280000,3.000000,51.580000
18.270000,11.500000,51.620000
18.200000,4.500000,51.750000
18.200000,0.000000,51.810000
18.250000,7.500000,51.890000
18.280000,10.500000,51.950000
18.300000,0.000000,52.060000
18.250000,0.000000,52.180000
18.230000,13.000000,52.260000
18.230000,0.000000,52.310000
18.170000,0.000000,52.410000
18.180000,11.000000,52.440000
18.190000,15.000000,52.270000
18.130000,0.500000,52.330000
18.170000,15.500000,52.370000
18.170000,8.500000,52.340000
18.150000,0.000000,52.460000
18.160000,1.000000,52.550000
18.190000,0.000000,52.550000
18.200000,0.000000,52.500000
18.230000,21.500000,52.300000
18.220000,16.500000,51.950000
18.180000,2.000000,51.760000
18.190000,7.000000,51.670000
18.240000,6.500000,51.540000
18.260000,16.500000,51.390000
18.240000,13.500000,51.050000
18.230000,4.500000,50.920000
18.280000,13.500000,50.790000
18.260000,5.000000,50.740000
18.250000,1.000000,50.750000
18.230000,3.500000,50.770000
18.210000,7.000000,50.770000
18.150000,9.500000,50.790000
18.080000,3.000000,50.820000
18.090000,1.500000,50.870000
18.120000,10.000000,50.920000
18.130000,0.500000,50.960000
18.100000,0.000000,51.010000
18.130000,0.000000,51.070000
18.150000,0.000000,51.120000
18.130000,0.000000,51.220000
17.820000,0.000000,51.580000
17.610000,0.000000,51.630000
18.190000,0.000000,51.670000
18.190000,0.000000,51.710000
18.190000,0.000000,51.740000
18.210000,0.000000,51.780000
18.190000,0.000000,51.790000
18.210000,0.500000,51.770000
18.220000,4.500000,51.700000
18.210000,11.000000,51.590000
18.190000,0.000000,51.540000
18.180000,0.000000,51.470000
18.220000,8.500000,51.310000
18.260000,17.500000,50.930000
18.260000,5.500000,50.730000
18.280000,7.000000,50.630000
18.220000,5.000000,50.550000
18.210000,0.500000,50.490000
18.230000,2.500000,50.420000
18.270000,15.000000,50.290000
18.250000,3.500000,50.140000
18.270000,3.000000,50.120000
18.250000,1.500000,50.110000
18.250000,3.000000,50.100000
18.290000,1.500000,50.080000
18.290000,0.000000,50.070000
18.210000,0.000000,50.050000
18.240000,0.500000,50.020000
18.220000,11.000000,49.970000
18.160000,3.500000,49.940000
